City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
240,Springbok,ZA,-29.66,17.89,51.37,47,0,17.78,clear sky
241,Necochea,AR,-38.55,-58.74,41.56,76,0,8.5,clear sky
242,Sumenep,ID,-7.02,113.87,86.94,59,100,13.15,moderate rain
243,Tairua,NZ,-37.02,175.85,59.0,67,53,11.01,broken clouds
244,Boras,SE,57.72,12.94,46.99,93,75,5.82,moderate rain
245,Katsuura,JP,35.13,140.3,66.2,88,90,12.75,shower rain
246,Sisimiut,GL,66.94,-53.67,42.76,64,100,14.63,overcast clouds
247,Caxias,PT,38.7,-9.28,63.0,82,20,19.46,few clouds
248,Makakilo City,US,21.35,-158.09,80.6,69,1,4.7,clear sky
249,Gazanjyk,TM,39.24,55.52,58.53,33,0,22.1,clear sky
250,Solnechnyy,RU,50.72,136.63,51.85,73,33,7.65,scattered clouds
251,Chokurdakh,RU,70.63,147.92,24.08,95,97,8.61,overcast clouds
252,Dudinka,RU,69.41,86.18,26.6,86,40,6.71,light snow
253,Taoudenni,ML,22.68,-3.98,85.5,24,0,13.47,clear sky
254,Kiunga,PG,-6.12,141.29,80.94,94,93,2.75,moderate rain
255,Nishihara,JP,26.18,127.76,84.0,65,40,12.75,scattered clouds
256,Varadero,CU,23.15,-81.25,71.6,100,20,3.36,few clouds
257,Solano,US,38.23,-121.95,64.4,77,1,16.11,clear sky
258,Khatanga,RU,71.97,102.5,20.97,97,96,8.66,overcast clouds
259,Aktau,KZ,43.65,51.2,53.6,32,0,26.84,clear sky
260,Jaisalmer,IN,26.91,70.92,96.71,14,0,3.6,clear sky
261,Arlit,NE,18.74,7.39,91.62,27,72,9.95,broken clouds
262,Megion,RU,61.03,76.11,35.6,69,100,2.24,overcast clouds
263,Chimoio,MZ,-19.12,33.48,75.2,69,49,6.35,smoke
264,Hithadhoo,MV,-0.6,73.08,83.17,73,4,12.19,light rain
265,Nuevitas,CU,21.55,-77.26,77.79,87,0,6.17,clear sky
266,Mana,GF,5.66,-53.78,77.47,88,10,6.98,light rain
267,Matoury,GF,4.85,-52.33,73.4,100,0,5.57,clear sky
268,Mount Isa,AU,-20.73,139.5,89.6,8,99,10.29,overcast clouds
269,Saint-Joseph,RE,-21.37,55.62,82.0,74,75,10.29,broken clouds
270,Isla Mujeres,MX,21.23,-86.73,80.6,88,40,3.36,scattered clouds
271,Avarua,CK,-21.21,-159.78,73.4,94,98,2.24,overcast clouds
272,Maningrida,AU,-12.07,134.27,85.17,60,78,11.41,broken clouds
273,Guerrero Negro,MX,27.98,-114.06,67.75,89,0,10.8,clear sky
274,Zhigansk,RU,66.77,123.37,28.18,90,0,11.14,clear sky
275,Walvis Bay,NA,-22.96,14.51,55.99,87,0,8.05,clear sky
276,Miri,MY,4.41,114.01,87.8,66,40,4.7,scattered clouds
277,Hakkari,TR,37.58,44.17,48.2,28,0,2.24,clear sky
278,Dingli,MT,35.86,14.38,73.99,83,20,4.7,few clouds
279,Urdoma,RU,61.75,48.54,48.24,89,100,4.94,light rain
280,Araouane,ML,18.9,-3.53,87.49,20,0,4.72,clear sky
281,Bambous Virieux,MU,-20.34,57.76,81.0,69,40,11.41,scattered clouds
282,Mount Gambier,AU,-37.83,140.77,60.8,59,90,16.11,overcast clouds
283,Bulgan,MN,48.81,103.53,32.34,67,0,11.41,clear sky
284,Pangnirtung,CA,66.15,-65.71,35.76,84,100,6.11,overcast clouds
285,Flinders,AU,-34.58,150.86,73.4,27,40,19.46,scattered clouds
286,Mildura,AU,-34.2,142.15,80.6,19,40,14.99,scattered clouds
287,Atbasar,KZ,51.8,68.33,46.94,60,100,11.61,overcast clouds
288,Yulara,AU,-25.24,130.99,87.8,8,0,13.87,clear sky
289,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,75.81,86,99,9.64,overcast clouds
290,Klaksvik,FO,62.23,-6.59,44.6,100,100,21.92,light rain
291,Muli,MV,2.92,73.57,83.14,75,83,14.54,light rain
292,Lima,PE,-12.04,-77.03,62.6,82,90,10.29,overcast clouds
293,Alta Floresta,BR,-9.88,-56.09,79.25,49,75,2.93,broken clouds
294,Timizart,DZ,36.8,4.27,65.3,75,30,3.09,scattered clouds
295,Karratha,AU,-20.74,116.85,85.64,38,19,16.67,few clouds
296,Olafsvik,IS,64.89,-23.71,44.19,76,4,3.0,clear sky
297,Manavalakurichi,IN,8.13,77.3,84.2,89,75,1.12,moderate rain
298,Te Anau,NZ,-45.42,167.72,47.17,88,100,1.5,overcast clouds
299,Luquillo,PR,18.37,-65.72,78.8,88,75,3.36,light rain
300,Surab,PK,28.49,66.26,77.0,15,0,10.51,clear sky
301,Katherine,AU,-14.47,132.27,100.4,15,64,14.99,broken clouds
302,Polunochnoye,RU,60.87,60.42,47.46,82,100,7.99,light rain
303,Trairi,BR,-3.28,-39.27,75.79,85,93,5.61,overcast clouds
304,Laizhou,CN,37.17,119.92,71.49,37,96,4.54,light rain
305,Dwarka,IN,22.24,68.97,87.22,61,80,9.78,broken clouds
306,Brae,GB,60.4,-1.35,41.0,86,40,5.82,scattered clouds
307,College,US,64.86,-147.8,37.4,90,1,4.7,clear sky
308,Bargarh,IN,21.33,83.62,88.61,66,100,3.96,heavy intensity rain
309,Mahibadhoo,MV,3.78,72.97,83.37,74,100,14.09,light rain
310,Atherton,GB,53.52,-2.49,51.01,85,99,11.01,light rain
311,Magistralnyy,RU,56.17,107.45,35.46,65,48,4.83,scattered clouds
312,Korla,CN,41.76,86.15,66.0,77,2,1.99,clear sky
313,Yinchuan,CN,38.47,106.27,67.82,40,0,0.85,clear sky
314,Tual,ID,-5.67,132.75,80.87,76,100,18.16,overcast clouds
315,Wielun,PL,51.22,18.57,55.99,83,100,7.92,overcast clouds
316,Halle,DE,51.5,12.0,51.01,93,100,8.05,overcast clouds
317,Westport,US,41.14,-73.36,64.4,55,1,17.22,clear sky
318,Guymon,US,36.68,-101.48,57.2,47,1,6.89,clear sky
319,Dalvik,IS,65.97,-18.53,28.4,92,0,3.36,clear sky
320,Auki,SB,-8.77,160.7,82.38,78,92,4.61,overcast clouds
321,Itoman,JP,26.12,127.67,84.0,74,75,5.82,broken clouds
322,Dukat,RU,62.55,155.55,21.76,87,48,3.47,scattered clouds
323,Devils Lake,US,48.11,-98.87,39.2,80,1,4.7,clear sky
324,Bandarbeyla,SO,9.49,50.81,82.29,52,70,3.8,broken clouds
325,Saint Anthony,US,45.02,-93.22,61.0,62,1,3.36,clear sky
326,Fortuna,US,40.6,-124.16,60.01,93,75,6.93,broken clouds
327,Elbistan,TR,38.21,37.2,70.5,23,0,3.33,clear sky
328,Saskylakh,RU,71.92,114.08,15.62,96,91,5.93,light snow
329,Puerto Leguizamo,CO,-0.19,-74.78,70.48,84,1,2.19,clear sky
330,Laguna,US,38.42,-121.42,62.6,72,1,4.7,clear sky
331,Podares,MK,41.61,22.54,52.0,89,46,3.76,scattered clouds
332,Pokosnoye,RU,55.53,101.05,32.94,86,100,13.31,overcast clouds
333,Northam,GB,51.03,-4.22,53.01,78,2,8.01,clear sky
334,Bella Vista,US,36.43,-94.23,64.4,93,1,4.7,clear sky
335,Shakawe,BW,-18.37,21.85,85.44,13,0,4.0,clear sky
336,Pevek,RU,69.7,170.31,33.37,90,100,18.3,overcast clouds
337,Arman,RU,59.7,150.17,38.62,69,0,4.18,clear sky
338,Dickinson,US,29.46,-95.05,72.0,78,1,3.36,clear sky
339,Birao,CF,10.28,22.79,79.75,78,1,4.56,clear sky
340,Moro,PK,26.66,68.0,93.2,49,0,4.7,smoke
341,Harmanli,BG,41.93,25.9,64.0,70,19,4.97,few clouds
342,Grinnell,US,41.74,-92.72,71.6,68,1,10.29,clear sky
343,Inongo,CD,-1.95,18.27,74.37,83,100,2.86,light rain
344,Kampong Thum,KH,12.71,104.89,83.43,77,100,5.44,light rain
345,Dongning,CN,44.06,131.12,66.34,48,0,4.18,clear sky
346,Isangel,VU,-19.55,169.27,80.6,83,40,11.41,scattered clouds
347,Ponta Delgada,PT,37.73,-25.67,66.2,93,20,8.05,few clouds
348,Castro Alves,BR,-12.77,-39.43,71.71,87,100,3.02,overcast clouds
349,Grindavik,IS,63.84,-22.43,41.0,86,0,1.12,clear sky
350,Leh,IN,34.17,77.58,50.43,33,0,5.37,clear sky
351,Sungairaya,ID,0.7,108.9,86.27,64,100,6.78,light rain
352,Mapiripan,CO,2.89,-72.13,72.37,85,95,0.29,overcast clouds
353,Tiksi,RU,71.69,128.87,21.85,93,100,12.5,overcast clouds
354,Linares,CL,-35.85,-71.6,45.77,93,0,5.88,clear sky
355,Mitsamiouli,KM,-11.38,43.28,82.4,65,20,8.05,few clouds
356,San Lorenzo,PY,-25.33,-57.53,62.6,82,61,3.71,broken clouds
357,Kaeo,NZ,-35.1,173.78,60.01,73,53,11.99,broken clouds
358,Lugovoy,KZ,42.95,72.76,52.27,44,28,5.08,scattered clouds
359,Tucupita,VE,9.06,-62.05,73.18,94,75,1.88,broken clouds
360,Thunder Bay,CA,48.4,-89.32,52.0,53,40,10.29,scattered clouds
361,Catemaco,MX,18.42,-95.12,72.05,86,46,2.44,scattered clouds
362,Nome,US,64.5,-165.41,46.4,52,90,5.82,overcast clouds
363,Ambo,PE,-10.13,-76.2,57.09,63,72,2.39,broken clouds
364,Bonthe,SL,7.53,-12.51,76.35,90,12,4.38,few clouds
365,Savinskiy,RU,62.93,40.14,53.85,90,100,7.87,overcast clouds
366,Shivrajpur,IN,22.42,73.65,91.4,46,7,3.36,clear sky
367,Alice Springs,AU,-23.7,133.88,80.6,10,0,11.41,clear sky
368,Lianyuan,CN,27.69,111.66,74.73,58,53,3.29,broken clouds
369,Grand Forks,US,47.94,-97.43,39.2,86,1,5.82,clear sky
370,Pak Phanang,TH,8.35,100.2,89.6,70,75,4.7,moderate rain
371,Awbari,LY,26.59,12.78,77.49,39,78,13.11,broken clouds
372,Los Llanos De Aridane,ES,28.66,-17.92,71.6,83,75,10.29,broken clouds
373,Geraldton,AU,-28.77,114.6,73.4,53,11,23.04,few clouds
374,Chadiza,ZM,-14.07,32.44,81.36,50,32,4.38,scattered clouds
375,Diamantino,BR,-14.41,-56.45,81.57,40,72,2.71,broken clouds
376,Funadhoo,MV,6.15,73.27,82.9,76,100,13.44,overcast clouds
377,Semnan,IR,35.57,53.4,61.02,37,0,5.55,clear sky
378,Bom Jesus Da Lapa,BR,-13.26,-43.42,75.99,41,12,3.94,few clouds
379,Nizhnevartovsk,RU,60.93,76.55,35.6,69,100,2.24,overcast clouds
380,Muisne,EC,0.6,-80.03,73.26,87,100,4.92,light rain
381,Sitka,US,57.05,-135.33,48.2,61,90,13.87,overcast clouds
382,Dogondoutchi,NE,13.64,4.03,81.07,54,78,7.34,broken clouds
383,Visby,SE,57.64,18.3,53.01,80,100,8.05,overcast clouds
384,Rio Grande,BR,-32.03,-52.1,48.99,93,0,1.01,clear sky
385,Drovyanaya,RU,51.58,113.03,35.6,87,90,11.18,overcast clouds
386,Benemerito De Las Americas,MX,16.52,-90.64,72.66,98,100,0.18,moderate rain
387,Kaitangata,NZ,-46.28,169.85,54.0,81,77,11.99,broken clouds
388,Rio Gallegos,AR,-51.62,-69.22,37.4,74,0,8.05,clear sky
389,Manokwari,ID,-0.87,134.08,83.17,75,93,2.8,overcast clouds
390,Soyo,AO,-6.13,12.37,77.0,88,75,6.93,broken clouds
391,Namatanai,PG,-3.67,152.43,81.55,79,100,5.48,overcast clouds
392,Suez,EG,29.97,32.53,79.59,67,9,10.31,clear sky
393,Manggar,ID,-2.88,108.27,85.57,69,43,10.4,scattered clouds
394,Margate,GB,51.38,1.39,45.0,90,67,3.0,broken clouds
395,Ligayan,PH,4.65,119.47,85.08,66,4,6.78,clear sky
396,Copiapo,CL,-27.37,-70.33,51.8,87,3,4.7,clear sky
397,Emerald,AU,-23.53,148.17,93.2,15,0,4.7,clear sky
398,Biloela,AU,-24.42,150.5,87.44,22,0,2.89,clear sky
399,Russell,US,32.35,-85.2,71.6,94,90,4.7,overcast clouds
400,Phuket,TH,8.0,98.25,82.99,94,75,10.29,moderate rain
401,Charlestown,AU,-32.95,151.67,73.0,39,18,8.3,few clouds
402,Topchikha,RU,52.82,83.12,33.8,74,75,20.13,light snow
403,Meulaboh,ID,4.14,96.13,77.61,85,100,5.86,light rain
404,Bosaso,SO,11.28,49.18,86.0,58,97,6.93,overcast clouds
405,Georgetown,MY,5.41,100.34,87.8,66,20,5.82,few clouds
406,Biasca,CH,46.36,8.97,46.4,100,20,1.12,few clouds
407,Chermoz,RU,58.79,56.15,47.01,82,100,14.99,light rain
408,Sterling,US,39.01,-77.43,60.01,82,75,5.82,broken clouds
409,Bilma,NE,18.69,12.92,85.08,14,0,12.41,clear sky
410,Havelock,US,34.88,-76.9,73.99,88,20,3.36,few clouds
411,Rexburg,US,43.83,-111.79,42.8,48,1,4.94,clear sky
412,Nuuk,GL,64.18,-51.72,53.6,37,98,14.99,overcast clouds
413,Lichinga,MZ,-13.31,35.24,71.6,78,20,12.75,smoke
414,Axim,GH,4.87,-2.24,76.44,88,90,7.94,moderate rain
415,Novyy Urengoy,RU,66.08,76.63,33.26,87,79,5.93,broken clouds
416,Upernavik,GL,72.79,-56.15,35.44,77,0,6.98,clear sky
417,Novo Oriente,BR,-5.53,-40.77,68.07,77,59,2.13,broken clouds
418,Zemio,CF,5.03,25.14,79.12,71,12,1.66,few clouds
419,Mbandaka,CD,0.05,18.26,78.35,75,94,2.39,overcast clouds
420,Srednekolymsk,RU,67.45,153.68,25.2,93,0,3.67,clear sky
421,Kamen-Rybolov,RU,44.75,132.04,59.45,67,0,14.5,clear sky
422,Kargat,RU,55.2,80.28,40.42,89,100,5.48,overcast clouds
423,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,57.76,65,50,3.53,scattered clouds
424,Alushta,UA,44.67,34.42,71.29,56,100,6.82,overcast clouds
425,Lingyuan,CN,41.24,119.4,74.28,20,16,9.13,few clouds
426,Mandera,KE,3.94,41.87,84.51,58,96,9.33,overcast clouds
427,Tweed,CA,44.48,-77.32,62.01,53,100,3.0,overcast clouds
428,Goya,AR,-29.14,-59.26,58.1,57,9,7.7,clear sky
429,Sharqpur,PK,31.46,74.1,89.6,35,0,4.27,haze
430,Cascais,PT,38.7,-9.42,63.0,82,20,19.46,few clouds
431,San Andres,CO,12.58,-81.7,80.6,88,40,4.7,scattered clouds
432,Kawalu,ID,-7.38,108.21,84.11,61,100,7.76,overcast clouds
433,Armeria,MX,18.93,-103.97,77.43,84,6,2.33,clear sky
434,Langsa,ID,4.47,97.97,85.69,68,100,2.21,light rain
435,Taraclia,MD,45.9,28.67,64.85,76,48,7.72,scattered clouds
436,Ancud,CL,-41.87,-73.82,46.0,93,75,3.36,broken clouds
437,Maceio,BR,-9.67,-35.74,73.4,94,20,6.93,few clouds
438,Torbay,CA,47.67,-52.73,43.0,65,90,20.8,overcast clouds
439,Atasu,KZ,48.68,71.64,43.29,57,92,8.86,overcast clouds
440,Nhulunbuy,AU,-12.23,136.77,87.8,55,40,10.29,scattered clouds
441,Joshimath,IN,30.57,79.57,76.12,17,0,7.52,clear sky
442,Fairbanks,US,64.84,-147.72,37.4,64,1,8.05,clear sky
443,Marsa Matruh,EG,31.35,27.25,73.4,64,20,11.18,few clouds
444,Clyde River,CA,70.47,-68.59,32.0,97,90,21.92,light snow
445,Caravelas,BR,-17.71,-39.25,75.15,83,100,11.03,overcast clouds
446,Whitehorse,CA,60.72,-135.05,30.2,80,20,4.7,few clouds
447,Tateyama,JP,34.98,139.87,66.2,88,90,12.75,shower rain
448,Sinnamary,GF,5.38,-52.95,78.19,86,5,7.78,light rain
449,Muros,ES,42.78,-9.06,55.99,83,6,4.0,clear sky
450,Tarko-Sale,RU,64.92,77.78,31.24,96,90,4.05,overcast clouds
451,Lerwick,GB,60.15,-1.15,41.0,86,40,5.82,scattered clouds
452,Hobyo,SO,5.35,48.53,83.41,71,88,12.26,overcast clouds
453,Shirokiy,RU,49.76,129.52,59.31,72,100,6.17,light rain
454,Zonguldak,TR,41.25,31.83,61.9,81,13,4.45,few clouds
455,Krasnovka,RU,48.82,40.09,59.32,54,99,19.39,overcast clouds
456,Sembakung,ID,3.82,117.25,86.16,80,24,3.76,moderate rain
457,Tuatapere,NZ,-46.13,167.68,54.48,73,86,3.36,overcast clouds
458,Lukoyanov,RU,55.03,44.48,54.54,48,100,14.85,overcast clouds
459,Abu Ghosh,IL,31.81,35.11,82.4,74,20,2.24,few clouds
460,Leopold,AU,-38.18,144.47,64.0,67,8,14.99,clear sky
461,San Rafael,AR,-34.62,-68.33,59.02,34,0,6.91,clear sky
462,Ellisras,ZA,-23.66,27.74,84.04,33,0,4.81,clear sky
463,Saint-Denis,FR,48.92,2.33,48.99,93,40,4.7,scattered clouds
464,Itarema,BR,-2.92,-39.92,75.2,88,99,7.63,overcast clouds
465,Vilhena,BR,-12.74,-60.15,78.84,57,96,2.17,overcast clouds
466,Miles City,US,46.41,-105.84,51.8,53,1,10.29,clear sky
467,Oktyabrskoye,RU,43.06,44.74,55.4,87,40,2.24,scattered clouds
468,Sharan,RU,54.82,54.0,49.68,53,100,15.82,overcast clouds
469,Kirakira,SB,-10.45,161.92,81.46,80,20,9.22,few clouds
470,Santa Rosa,PH,14.31,121.11,84.99,83,75,3.36,light intensity shower rain
471,Aksarka,RU,66.56,67.8,37.72,87,100,9.17,overcast clouds
472,Elizabeth City,US,36.29,-76.25,69.8,73,90,5.82,overcast clouds
473,Mamallapuram,IN,12.63,80.17,84.2,66,75,3.36,heavy intensity rain
474,Ardabil,IR,38.25,48.29,46.4,100,40,2.59,mist
475,Hachinohe,JP,40.5,141.5,64.4,72,75,17.22,heavy intensity rain
476,Pimentel,PE,-6.84,-79.93,61.75,91,100,9.01,overcast clouds
477,Tukrah,LY,32.53,20.58,73.02,50,0,9.06,clear sky
478,Dingle,PH,11.0,122.67,84.4,80,100,4.85,heavy intensity rain
479,Byron Bay,AU,-28.65,153.62,71.6,56,2,14.99,clear sky
480,Suluq,LY,31.67,20.25,70.81,55,0,3.53,clear sky
481,Bonnyville,CA,54.27,-110.73,39.2,64,90,11.41,overcast clouds
482,Lavrentiya,RU,65.58,-171.0,38.28,85,100,12.08,overcast clouds
483,Malindi,KE,-3.22,40.12,84.2,66,40,11.41,scattered clouds
484,Xai-Xai,MZ,-25.05,33.64,79.14,52,87,3.44,overcast clouds
485,Bonavista,CA,48.65,-53.11,42.01,68,99,15.99,overcast clouds
486,Canora,CA,51.63,-102.43,32.0,88,1,3.36,clear sky
487,Hirara,JP,24.8,125.28,84.2,74,40,10.29,scattered clouds
488,Santomera,ES,38.06,-1.05,63.0,88,67,1.01,broken clouds
489,Mangrol,IN,21.12,70.12,90.28,50,28,7.56,scattered clouds
490,Nauta,PE,-4.51,-73.58,74.1,75,0,1.1,clear sky
491,Bathsheba,BB,13.22,-59.52,80.6,83,40,13.87,shower rain
492,Uglekamensk,RU,43.22,133.23,61.5,47,0,2.59,clear sky
493,Dongsheng,CN,39.82,109.98,59.83,56,92,15.01,overcast clouds
494,Atar,MR,20.52,-13.05,82.18,20,0,6.26,clear sky
495,Raton,US,36.9,-104.44,54.0,23,1,10.29,clear sky
496,Borger,NL,52.92,6.79,45.0,90,60,3.0,light rain
497,Chuka,KE,-0.33,37.65,78.96,49,7,4.34,clear sky
498,Samarai,PG,-10.62,150.67,79.39,82,18,12.12,few clouds
499,Bairiki,KI,1.33,172.98,82.4,74,90,9.17,overcast clouds
500,Tazovskiy,RU,67.47,78.7,29.66,94,17,8.55,few clouds
501,Sayansk,RU,54.11,102.16,35.78,66,100,8.72,overcast clouds
502,Sarakhs,IR,36.54,61.16,57.2,35,0,4.7,clear sky
503,Constitucion,CL,-35.33,-72.42,51.75,83,0,12.75,clear sky
504,Gweta,BW,-20.18,25.23,86.9,24,0,6.91,clear sky
505,Grootfontein,NA,-19.57,18.12,71.58,22,0,15.7,clear sky
506,Springdale,US,36.19,-94.13,64.4,93,1,3.36,mist
507,Urengoy,RU,65.97,78.37,30.16,94,100,5.59,overcast clouds
508,Batagay,RU,67.63,134.63,27.39,85,100,4.68,overcast clouds
509,Motihari,IN,26.65,84.92,91.51,39,0,6.82,clear sky
510,Canchungo,GW,12.07,-16.03,77.0,100,0,2.24,clear sky
511,Paraibano,BR,-6.43,-43.98,73.72,79,28,9.71,scattered clouds
512,Amontada,BR,-3.36,-39.83,72.93,91,100,3.62,overcast clouds
513,Yerbogachen,RU,61.28,108.01,29.71,87,100,9.73,overcast clouds
514,Beringovskiy,RU,63.05,179.32,41.92,95,100,16.24,light rain
515,Ler,SS,8.3,30.14,80.02,81,32,6.82,scattered clouds
516,Yerofey Pavlovich,RU,53.97,121.97,39.34,82,100,6.49,light rain
517,Hays,US,30.05,-98.03,70.0,94,0,4.38,clear sky
518,Erzin,TR,36.96,36.2,87.01,24,1,5.35,clear sky
519,Beloha,MG,-25.17,45.05,90.9,26,0,8.93,clear sky
520,Bourail,NC,-21.57,165.48,76.89,69,28,3.24,scattered clouds
521,Berbera,SO,10.44,45.01,86.83,52,0,6.46,clear sky
522,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,53.6,32,0,11.18,clear sky
523,Kozan,TR,37.46,35.82,87.01,17,38,16.11,scattered clouds
524,Cabo San Lucas,MX,22.89,-109.91,78.01,86,0,4.21,clear sky
525,Pokhara,NP,28.23,83.98,84.63,48,0,5.86,clear sky
526,Sile,TR,41.18,29.61,66.2,82,40,4.7,scattered clouds
527,Loubomo,CG,-4.2,12.67,74.12,85,100,4.65,overcast clouds
528,San Quintin,MX,30.48,-115.95,67.41,84,95,13.02,overcast clouds
529,Parabel,RU,58.7,81.48,34.07,86,100,4.81,overcast clouds
530,Krasnoselkup,RU,65.7,82.47,23.11,96,0,6.26,clear sky
531,Nelson Bay,AU,-32.72,152.15,73.4,25,0,9.17,clear sky
532,Raudeberg,NO,61.99,5.14,46.99,86,93,13.87,overcast clouds
533,Adrar,MR,20.5,-10.07,79.9,20,0,4.47,clear sky
534,Luau,AO,-10.71,22.22,72.82,74,8,4.43,light rain
535,Ruidoso,US,33.33,-105.67,59.0,19,1,3.36,clear sky
536,Bintulu,MY,3.17,113.03,87.8,74,40,1.12,scattered clouds
537,Port Keats,AU,-14.25,129.55,88.7,53,11,9.69,few clouds
538,Havre-Saint-Pierre,CA,50.23,-63.6,33.8,64,1,10.29,clear sky
539,Dzaoudzi,YT,-12.79,45.27,84.2,70,0,5.82,clear sky
540,Spasskoye,RU,44.61,132.8,60.17,54,0,6.96,clear sky
541,Monte Carmelo,BR,-18.72,-47.5,71.98,60,100,2.1,overcast clouds
542,Chissamba,AO,-12.17,17.33,64.4,82,0,5.82,clear sky
543,Rundu,NA,-17.93,19.77,79.23,18,0,4.56,clear sky
544,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,77.0,69,0,3.22,clear sky
545,Oranjemund,NA,-28.55,16.43,59.94,49,0,15.05,clear sky
546,Basoko,CD,1.24,23.62,76.59,79,77,3.15,broken clouds
547,Baijiantan,CN,45.63,85.18,52.12,43,12,7.85,few clouds
548,Pontianak,ID,-0.03,109.33,85.6,66,100,3.96,light rain
549,Calabozo,VE,8.92,-67.43,73.27,96,100,2.93,overcast clouds
550,Poum,NC,-20.23,164.02,76.62,78,2,9.69,clear sky
551,Dabat,ET,12.98,37.77,63.18,46,0,10.29,clear sky
552,Baoying,CN,33.23,119.31,74.37,44,0,8.7,clear sky
553,Brasy,CZ,49.84,13.58,55.0,100,100,8.41,light rain
554,Tomatlan,MX,19.93,-105.25,77.22,87,90,1.66,overcast clouds
555,Broome,US,42.25,-75.83,55.99,54,1,6.93,clear sky
556,Iisalmi,FI,63.56,27.19,50.0,76,90,13.87,overcast clouds
557,Stepanov,CZ,49.68,17.22,51.01,92,100,5.73,overcast clouds
558,Coahuayana,MX,18.73,-103.68,77.29,84,33,2.01,scattered clouds
559,Henties Bay,NA,-22.12,14.28,55.99,86,13,5.01,few clouds
560,Bertoua,CM,4.58,13.68,68.4,96,100,2.17,overcast clouds
561,Nizwa,OM,22.93,57.53,92.26,14,0,6.87,clear sky
562,Santa Cruz De Tenerife,ES,28.47,-16.25,69.01,100,75,13.87,broken clouds
563,Ust-Katav,RU,54.94,58.17,47.57,54,99,11.27,light rain
564,Gao,ML,16.64,1.64,85.62,48,71,8.52,broken clouds
565,Lac-Megantic,CA,45.58,-70.88,46.99,69,100,6.98,overcast clouds
566,Santander,ES,43.46,-3.8,60.01,93,90,5.82,overcast clouds
567,Puerto Carreno,CO,6.19,-67.49,72.82,94,100,7.38,moderate rain
568,Anahuac,MX,27.23,-100.15,78.44,40,0,6.02,clear sky
569,Manpur,IN,22.43,75.62,89.6,33,20,9.17,haze
570,Tessalit,ML,20.2,1.01,85.21,13,0,8.05,clear sky
571,Sao Filipe,CV,14.9,-24.5,80.55,76,0,7.27,clear sky
572,Cidreira,BR,-30.18,-50.21,58.66,80,0,12.41,clear sky
573,Tezu,IN,27.92,96.17,92.3,46,0,3.44,clear sky
574,Ivesti,RO,45.68,27.52,61.74,79,91,12.08,overcast clouds
575,Shitanjing,CN,39.23,106.34,63.45,36,96,0.31,overcast clouds
576,Paamiut,GL,61.99,-49.67,46.27,60,99,39.28,overcast clouds
577,Hualmay,PE,-11.1,-77.61,60.64,85,87,3.09,overcast clouds
578,Marzuq,YE,14.4,46.47,80.4,18,21,10.27,few clouds
579,Lucapa,AO,-8.42,20.74,75.92,71,99,2.33,overcast clouds
580,Maldonado,UY,-34.67,-54.92,51.8,76,20,6.93,few clouds
581,Shenjiamen,CN,29.96,122.3,69.44,73,18,14.03,few clouds
582,Hofn,IS,64.25,-15.21,41.99,64,0,18.1,clear sky
583,Nyurba,RU,63.28,118.33,32.61,75,2,6.73,clear sky
584,Mfou,CM,3.72,11.64,69.8,100,75,1.81,broken clouds
585,Sibolga,ID,1.74,98.78,78.82,85,100,11.88,moderate rain
586,Saint-Remi,CA,45.27,-73.62,55.0,76,100,4.0,overcast clouds
587,Lahaina,US,20.88,-156.68,80.6,61,1,11.41,clear sky
588,Trang,TH,7.5,99.5,87.8,70,40,10.29,very heavy rain
589,Vagay,RU,57.94,69.02,43.38,95,100,5.21,overcast clouds
590,Riosucio,CO,5.42,-75.7,58.26,90,79,1.25,broken clouds
591,Malihabad,IN,26.92,80.72,93.2,44,0,2.24,haze
592,Pacific Grove,US,36.62,-121.92,59.0,87,1,1.07,clear sky
